Total income from operations,Employees cost,depreciat,Other expenses,"P/l before other inc. , int., excpt. items & tax",Other income,"P/l before int., excpt. items & tax",Interest,P/l before exceptional items & tax,Tax,Net profit/(loss) for the period
25.34,4.46,0.04,18.57,2.28,1.01,3.29,1.11,2.18,0.53,1.26
0,0.05,0.01,0.01,-0.07,0,-0.07,0,-0.07,-0.01,-0.06
0,0.04,0.03,0.01,-0.08,0,-0.08,0,-0.08,-0.01,-0.07
0,0.04,0.03,0.01,-0.08,0,-0.08,0,-0.08,-0.05,-0.02
0,0.04,0.06,0,-0.1,0,-0.1,0,-0.1,-0.03,-0.07
0,0.03,0.06,0,-0.1,0,-0.1,0,-0.1,0,-0.1
0.42,0.03,0.06,0.31,0.02,0,0.02,0,0.02,0,0.02
2.82,0.01,0.06,0.09,0.21,0,0.21,0,0.21,0.04,0.18
8.29,0.01,0.09,0.01,0.04,0,0.04,0,0.04,0.01,0.03
15.66,0.01,0.09,0.01,0.03,0,0.03,0,0.03,0.01,0.02
0.65,0.01,0.08,0.04,0.01,0,0.01,0,0.01,0,0
36.25,0.01,0.06,0.04,0,0,0,0,0,0,0
11.68,0.01,0.06,0.01,0.04,0,0.04,0,0.04,0.01,0.03
10.68,0.01,0.06,0.01,0.04,0,0.04,0,0.04,0.01,0.02
22.71,0.01,0.06,0.09,0.07,0,0.07,0,0.07,0.02,0.05
19.84,0.03,0.06,0.18,-0.02,0,-0.02,0,-0.02,0,-0.02
0.26,0.03,0.14,0.08,0,0,0,0,0,0,0
5.07,0.01,0.14,0.02,0.01,0,0.01,0,0.01,0,0.01
6.06,0.01,0.14,0.01,0.01,0,0.01,0,0.01,0,0.01
8.39,0.03,0.15,0.05,-0.02,0,-0.02,0,-0.02,0,-0.02
0.8,0.02,0.11,0.02,0.02,0,0.02,0,0.02,0.01,0.01
2.61,0.01,0.11,0.02,0.03,0,0.03,0,0.03,0.01,0.02
2.66,0.01,0.11,0.02,0.04,0,0.04,0,0.04,0.01,0.03
0.19,0.01,0.16,0.05,-0.08,0,-0.08,0.02,-0.1,0,-0.1
0.23,0.01,0.12,0,-0.11,0,-0.11,0.01,-0.12,0,-0.12
0.27,0.01,0.12,0,-0.1,0,-0.1,0.01,-0.11,0,-0.11
0.22,0.02,0.12,0,-0.15,0,-0.15,0.01,-0.16,0,-0.16
0,0.03,0.22,0.11,-0.18,0,-0.18,0.01,-0.19,0,-0.19
0,0.01,0.12,0.01,-0.14,0,-0.14,0.03,-0.17,0,-0.17
0.07,0.01,0.12,0.01,-0.07,0,-0.07,0.03,-0.1,0,-0.1
0,0.01,0.12,0.02,-0.15,0,-0.15,0.04,-0.19,0,-0.19
0.35,0.05,0.13,0.05,-0.14,0.31,0.17,0.04,0.13,0,0.13
0.05,0.01,0.12,0.01,-0.09,0,-0.09,0.03,-0.12,0,-0.12
0.8,0.01,0.12,0.6,0.07,0,0.07,0.03,0.04,0,0.04
0.94,0.01,0.09,0.08,0.27,0,0.27,0.04,0.24,0,0.24
3.51,0.2,0.25,0.13,0.94,0,0.94,0,0.94,0.17,0.77
0.76,0.06,0.08,0.03,0.27,0,0.27,0.01,0.26,0.02,0.24
4.16,0.77,0.06,0.16,0.46,0,0.46,0.01,0.45,0,0.45
2.52,0.32,0.07,0.06,0.53,0,0.53,0.01,0.52,0,0.52
7.29,0.07,0.77,0.31,0.63,0,0.63,0.01,0.62,0.09,0.52
7.64,0.84,0.81,0.33,0.93,0,0.93,0.01,0.92,0.14,0.78
10.66,1.54,0.65,0.22,1.48,0,1.48,0.01,1.47,0.22,1.25
12.26,1.67,0.75,0.26,1.99,0,1.99,0,1.99,0.3,1.69
13.48,1.68,1.11,0.4,2.27,0,2.27,0.03,2.24,0.34,1.9
4.82,0.24,0.77,0.19,0.57,0,0.57,0.04,0.53,0.08,0.45
5.2,0.26,0.79,0.22,1.07,0,1.07,0.04,1.03,0.15,0.88
40.77,38.26,0.18,1.67,0.66,0.79,1.45,0.08,1.37,0.4,0.97
41.21,37.26,0.18,2.06,1.71,0.51,2.22,0.2,2.02,0.96,1.46
42.1,37.49,0.17,2.5,1.93,0,1.93,0.01,1.92,0.78,1.16
37.75,35.25,0.17,1.56,0.78,0.41,1.19,0.05,1.14,0.43,0.71
37.82,35.93,0.18,2.38,-0.67,1.3,0.63,0.08,0.54,0.24,0.3
36.68,35.68,0.13,3.1,-2.43,1.96,-0.47,0.09,-0.56,-0.15,-0.41
37.76,36.51,0.13,2.03,-1.04,-1.13,-2.16,0.09,-2.25,-0.5,-0.58
39.89,34.64,0.12,2.78,0.17,0.89,1.06,0.03,1.04,0.37,0.37
38.85,35.27,0.11,3.18,0.28,0.97,1.25,0.09,1.17,0.49,0.62
36.64,33.32,0.12,2.72,0.43,-0.27,0.17,0.09,0.08,-0.15,0.16
37.52,34.68,0.11,1.67,0.72,0.19,0.91,0.16,0.75,0.05,0.63
12.84,10.47,0.13,1.84,0.23,0.46,0.69,0.03,0.66,0.23,0.38
14.35,10.84,0.14,2.55,0.1,-0.29,-0.2,0.09,-0.29,-0.08,-0.34
14.04,10.12,0.13,3.52,0.03,0.61,0.64,0.05,0.59,0.24,0.23
14.6,11.1,0.21,2.36,0.3,0.21,0.51,0.08,0.44,0.14,0.06
13.36,10.11,0.24,2.7,0.24,0.14,0.38,0.07,0.31,0.05,0.07
13.27,10.13,0.25,2.75,-0.59,0.37,-0.23,0.11,-0.33,-0.2,-0.36
16.81,10.17,0.28,2.4,0.84,-0.6,0.24,0.09,0.15,0.18,-0.21
18.39,10.77,0.3,2.89,0.18,0.63,0.82,0.1,0.72,0.34,0.96
14.13,8.88,0.3,2.63,0.38,0.47,0.85,0.17,0.68,0.47,0.21
30.02,11.49,0.29,3.82,3.05,0.9,3.95,0.15,3.81,3.37,0.43
15.88,7.74,0.31,3.77,1.44,6.16,7.6,0.07,7.53,4.28,0.98
68.84,14.99,0.31,3.99,6.99,0.07,7.06,0.19,6.88,2.24,2.36
15.33,9.17,0.5,2.7,0.63,0.25,0.88,0.24,0.64,0.28,0.36
20.04,10.06,0.52,2.88,1.62,5.18,6.8,0.52,6.27,3.05,3.23
20.35,11.04,0.52,3.17,1.63,0.2,1.83,0.47,1.36,0.5,0.86
20.51,12.35,0.54,13.49,-7.85,11.47,3.62,0.43,3.2,1.44,1.76
20.1,12.27,0.46,3.53,1.32,0.53,1.86,0.44,1.42,1.04,0.38
19.17,12.8,1.1,2.77,1.4,0.19,1.58,0.56,1.03,0.79,0.24
17.69,13.43,0.73,4.19,-1.47,0.16,-1.31,0.39,-1.7,-0.12,-1.69
31.28,15.32,0.77,4.73,-1.85,7.63,5.78,0.57,5.22,1.16,4.08
22.48,17.38,0.82,4.4,-1,0.41,-0.59,0.52,-1.11,-0.01,-1.1
24.46,18.23,0.86,7.52,-2.83,5.52,2.69,0.52,2.17,0.78,1.39
22.62,18.77,0.92,6.7,-4.35,0.41,-3.94,0.43,-4.37,-0.13,-4.28
24.69,20.01,1.02,7.4,-4.23,11.75,7.52,0.6,6.91,1.9,5.01
26.99,21.7,1.02,11.42,-8.38,0.22,-8.16,0.4,-8.56,-0.05,-8.52
49.42,22.94,1.04,14.53,-7.08,0.31,-6.77,0.41,-7.18,-0.11,-7.08
50.65,23.88,1.07,16.67,-5.48,0.33,-5.16,0.46,-5.61,-0.09,-5.53
31.27,25.46,1.14,10.25,-7.37,0.28,-7.09,0.18,-7.27,-0.21,-7.08
33.01,26.38,1.05,13.24,-7.67,12.72,5.05,0.26,4.79,0.53,4.25
27.61,22.75,1.01,10.77,-6.92,0.49,-6.43,0.2,-6.62,-0.69,-5.91
36.67,27.69,1,11.86,-3.9,0.51,-3.39,0.25,-3.64,0.01,-3.71
34.23,26.33,0.91,9.14,-2.5,0.52,-1.98,0.24,-2.22,0.46,-3.86
0.63,0.27,0.11,0.91,-0.65,0.23,-0.43,0.01,-0.43,-0.04,0.23
0,0.3,0.11,0.25,-0.66,0.1,-0.56,-0.02,-0.57,-0.02,0.1
0,0.12,0.07,0.03,-0.21,0.58,0.37,-0.06,0.36,-0.06,0.58
0,0.12,0.06,0.08,-0.26,0.11,-0.15,-0.02,-0.15,-0.02,0.11
0.12,0.29,0.07,0.02,-0.27,0.14,-0.13,0.24,-0.13,0.24,0.14
0.39,0.31,0.07,0.17,-0.15,0.13,-0.02,1.08,-0.02,1.08,0.13
0.45,0.19,0.06,0.01,0.19,0.29,0.48,-0.24,0.48,-0.24,0.29
0.39,0.38,0.06,0.07,-0.12,0.11,-0.01,0.53,-0.01,0.53,0.11
0.11,0.14,0.06,0.03,-0.12,0.11,-0.01,0.68,-0.01,0.68,0.11
0.67,0.37,0.06,0.15,0.08,0.72,0.08,0.06,0.03,0.72,0.72
0.1,0.08,0.07,0.09,-0.24,0.45,0.21,0.08,0.12,0.48,0.45
0.29,0.07,0.03,0.06,0.04,0.35,0.04,0.35,0.04,0.35,0.35
0.38,0.07,0.03,0.15,0.14,0.34,0.14,0.34,0.14,0.04,0.34
0.25,0.05,0.03,0.07,0.04,0.37,0.04,0.37,0.04,0.01,0.37
0.11,0.14,0.02,0.1,-0.22,0.33,0.11,0.06,0.05,0.02,0.33
0.07,0.07,0.01,0.06,-0.14,0.14,0,0.11,0,0.11,0.14
0,0.08,0.01,0.04,-0.2,0.71,0.51,1.45,0.51,0.15,0.71
0.16,0.04,0.01,0.03,0.02,1.37,0.02,1.37,0.02,0.01,1.37
0.17,0.08,0.01,0.08,-0.06,-2.01,-0.06,-2.01,-0.07,-0.05,-2.01
0,0.1,0.01,0.06,-0.23,0.19,-0.04,-1.7,-0.04,-1.7,0.19
0,0.1,0.01,0.03,-0.21,0.16,-0.05,0.62,-0.05,0.62,0.16
0,0.11,0.01,0.03,-0.19,0.16,-0.03,0.66,-0.03,0.66,0.16
0,0.11,0.01,0.06,-0.17,0.25,0.08,-0.86,0.08,0.02,0.25
0,0.09,0,0.07,-0.17,-0.49,-0.16,-0.49,-0.16,-0.49,-0.49
0,0.09,0,0.02,-0.12,0.08,-0.12,0.08,-0.12,0.08,0.08
0,0.1,0,0.04,-0.14,0.18,-0.14,0.18,-0.14,0.18,0.18
0,0.08,0,0.06,-0.14,0.38,-0.14,0.38,-0.14,0.38,0.38
0,0.09,0,0.02,-0.11,0.02,-0.09,0.54,-0.09,0.54,0.02
0,0.09,0,0.02,-0.11,0.59,-0.11,0.59,-0.11,0.59,0.59
0,0.09,0,3.12,-3.22,-1.53,-3.21,-1.53,-3.21,-1.53,-1.53
0,0.09,0,0.06,-0.16,0.66,-0.15,0.66,-0.15,0.66,0.66
0,0.1,0,0.02,-0.12,0.35,-0.12,0.35,-0.12,0.35,0.35
0,0.11,0,0.02,-0.12,0.39,-0.12,0.39,-0.12,0.39,0.39
0,0.03,0,0.12,-0.15,-1.13,-0.15,-1.13,-0.15,-1.13,-1.13
0,0.11,0,0.06,-0.17,0.24,-0.17,0.24,-0.17,0.24,0.24
0,0.08,0,0.01,-0.1,0.53,-0.1,0.53,-0.1,0.53,0.53
0,0.02,0,0.01,-0.03,0.38,-0.03,0.38,-0.03,0.38,0.38
0,0.02,0,0.02,-0.04,0.22,-0.04,0.22,-0.04,0.22,0.22
0,0.03,0,0.06,-0.09,0.24,-0.09,0.24,-0.09,0.24,0.24
0,0.03,0,0.01,-0.04,0.4,-0.04,0.4,-0.04,0.4,0.4
0,0.02,0,0.01,-0.03,0.42,-0.03,0.42,-0.03,0.42,0.42
0,0.02,0,0.01,-0.03,1.02,-0.03,1.02,-0.03,1.02,1.02
0,0.02,0,0.06,-0.08,0.35,-0.08,0.35,-0.08,0.35,0.35
0,0.03,0,0.12,-0.15,0.25,-0.15,0.25,-0.15,0.25,0.25
6.18,0,1.43,4.41,0.33,0,0.33,0.05,0.28,0.03,0.25
23.79,0,1.44,20.18,2.17,0,2.17,0.01,2.15,0.65,1.5
27.91,0,2.62,24.8,0.49,0,0.49,0.1,0.39,0.12,0.27
5.61,0,1.04,4.12,0.45,0,0.45,0,0.45,0,0.45
3.65,0,1.19,2.21,0.25,0,0.25,0.01,0.23,0,0.23
26.47,0,3.38,21.37,1.71,0,1.71,0.01,1.71,0.49,1.22
31.34,0,2.86,24.47,4.01,0,4.01,-0.02,4.04,0.65,3.38
8.79,0,2.05,5.86,0.88,0,0.88,0,0.88,0.17,0.71
26.6,0,2.64,21.75,2.21,0,2.21,0,2.21,0.42,1.79
30.68,0.6,2.46,0.91,1.84,0,1.84,0,1.84,0.38,1.47
17.51,0,0.15,16.27,1.1,0,1.1,0,1.1,0.66,0.43
10.62,0.79,0.75,6.85,2.01,0,2.01,0,2.01,0.44,1.57
14.08,0.95,0.61,9.99,2.37,0.02,2.39,0,2.39,0.5,1.89
28.13,0.96,0.94,2.57,3.82,0.01,3.83,0,3.83,0.78,3.05
41.23,0,0.19,36.89,4.15,0,4.15,0,4.15,1.66,2.49
14.91,0.76,0.71,10.89,2.55,0.01,2.57,0,2.57,0.84,1.72
11.08,0.49,0.71,7.8,2.09,0.01,2.1,0,2.1,0.73,1.36
25.66,0.53,0.72,19.59,4.81,0.01,4.83,0,4.83,1.45,3.38
22.87,1.29,0.57,15.98,5.03,0.36,5.39,0,5.39,1.33,4.06
10,0.93,0.81,5.83,2.43,0.27,2.7,0.01,2.7,0.89,1.8
10.22,1.2,0.82,5.13,3.08,0.19,3.27,0,3.27,0.79,2.47
11.06,1.19,0.82,5.63,3.43,0.15,3.59,0,3.59,1,2.58
28.91,0.14,0.31,26.86,1.6,0.28,1.87,0.04,1.83,-0.33,2.16
11.79,0.88,0.87,7.69,2.35,0.02,2.37,0.01,2.37,0.59,1.77
15.93,1.14,0.87,12.56,1.35,0.07,1.41,0.01,1.41,0.28,1.13
15.63,1.05,0.87,10.98,2.72,0.02,2.74,0.11,2.62,0.66,1.97
19,-0.91,0,19.32,0.59,0.17,0.76,0.02,0.74,0.24,0.5
11.23,1.34,0.58,7.6,1.71,0,1.71,0.17,1.54,0.31,1.24
12.46,0.83,0.58,9.06,1.99,0,2,0.09,1.91,0.48,1.43
15.33,1.24,0.58,11.13,2.39,0.01,2.4,0.11,2.3,0.58,1.72
16.87,-1.19,0.59,16.06,1.41,0.5,1.91,-0.31,2.22,0.7,1.51
17.03,1.16,0.52,13.06,2.29,0.01,2.3,0.01,2.29,0.58,1.71
17.07,1.22,0.53,12.98,2.34,0.01,2.35,0.01,2.34,0.59,1.75
17.02,1.22,0.53,12.94,2.33,0.06,2.39,0.01,2.39,0.61,1.77
17.65,-0.92,0.52,15.43,2.62,0.03,2.65,0.09,2.56,0.64,1.92
17.85,0.77,0.46,13.88,2.73,0,2.73,0.01,2.72,0.79,1.92
18.86,0.77,0.47,15.27,2.34,0.01,2.34,0.01,2.33,0.49,1.84
14.61,0.88,0.47,11.53,1.72,0,1.73,0,1.73,0.44,1.29
14.12,0.39,0.46,8.17,2.35,0.13,2.48,0.01,2.47,0.63,1.84
14.72,1.79,0.41,10.62,1.9,0,1.9,0,1.9,0.49,1.41
15.14,1.33,0.42,9.87,1.99,0,1.99,0.01,1.99,0.51,1.47
14.83,1.74,0.42,10.37,1.31,0,1.31,0,1.3,0.29,1.01
16.85,1.28,0.42,12.59,3.03,0.08,3.11,0.19,2.92,0.78,2.14
17.02,2.06,0.37,12.09,2.5,0,2.5,0.11,2.39,0.61,1.78
18.75,2.02,0.39,13.68,2.66,0,2.66,0.12,2.54,0.63,1.91
28.42,3.12,1.86,7.79,-0.66,0.05,-0.61,0.41,-1.03,-0.33,-0.69
26.34,3.07,1.87,7.65,-0.77,0.03,-0.75,0.7,-1.45,-0.47,-0.98
25.26,2.35,1.79,6.12,-0.1,0.78,0.68,0.51,0.17,0.06,0.11
36.06,2.2,1.74,5.98,5.38,0.16,5.54,0.42,5.12,1.48,3.64
23.52,2.59,1.74,5.92,-0.08,0.06,-0.02,0.4,-0.42,-0.14,-0.29
24.61,2.43,1.51,6.16,0.04,0.03,0.07,0.41,-0.34,-0.11,-0.23
25.6,2.36,1.71,6.32,0.53,0.03,0.56,0.47,0.09,-0.04,0.13
30.44,1.77,1.55,6.01,2.99,0.41,3.4,0.49,2.91,0.94,1.96
21.16,1.93,1.55,5.9,-0.49,0.03,-0.46,0.44,-0.89,-0.29,-0.6
23.76,2.31,1.52,6.51,1.35,0.06,1.41,0.44,0.97,0.31,0.65
21.07,2.48,1.55,5.33,0.32,0.16,0.48,0.45,0.04,0.01,0.02
22.92,2.49,1.58,5.7,1.71,0.17,1.88,0.43,1.45,0.47,0.98
17.85,2.52,1.65,5.42,-0.47,0.08,-0.4,0.36,-0.75,-0.29,-0.47
20.83,2.59,1.84,5.44,0.3,0.14,0.44,0.3,0.13,0.04,0.1
20.49,2.39,2.02,4.94,1.22,0.02,1.24,0.32,0.92,0.31,0.62
18.85,2.17,2.22,4.27,1.02,0.65,1.67,0.22,1.45,0.49,0.96
20.28,2.66,2.23,4.83,0.23,0.34,0.57,0.2,0.37,0.12,0.25
20.25,2.75,2.24,4.94,0.64,0.11,0.74,0.21,0.54,0.18,0.36
20.35,2.88,2.36,5.22,0.45,0.22,0.67,0.29,0.38,0.13,0.25
18.95,2.92,2.55,4.68,0.76,0.23,0.99,0.25,0.74,0.2,0.54
18.1,3.33,2.58,5.23,-0.15,0.13,-0.02,0.25,-0.27,0,-0.27
19.69,2.88,2.67,5.14,0.4,0.17,0.57,0.3,0.28,0.02,0.26
18.82,2.97,2.68,5.08,-0.29,0.15,-0.14,0.26,-0.41,-0.1,-0.31
17.3,2.8,2.83,5.18,0,0.47,0.47,0.26,0.21,0.08,0.13
15.53,2.79,2.96,4.46,-0.24,0.19,-0.05,0.28,-0.33,-0.09,-0.24
17.66,2.58,3.26,4.4,0.12,0.36,0.48,0.35,0.13,0.03,0.09
16.54,2.38,3.26,4.39,-0.1,0.19,0.09,0.36,-0.28,0.03,-0.3
15.92,2.25,3.24,4.31,0.6,0.25,0.85,0.3,0.55,0.05,0.5
8.43,1.86,3.11,3.24,-2.47,0.19,-2.28,0.35,-2.62,-0.73,-1.89
16.51,2.01,2.6,3.88,1.03,0.08,1.11,0.31,0.8,0.22,0.58
24.17,2.14,2.4,3.76,1.85,0.21,2.06,0.31,1.75,0.54,1.21
21.38,1.89,2.35,3.28,0.32,0.17,0.49,0.32,0.17,0.05,0.13
22.72,2.06,2.3,3.58,1.24,0.17,1.42,0.21,1.2,0.33,0.87
32.11,2.14,2.23,3.77,0.96,0.4,1.36,0.19,1.16,0.36,0.8
32.7,2.27,2.21,4.26,0.93,0.26,1.2,0.2,0.99,0.38,0.61
29.44,2.11,2.34,3.92,0.81,0.44,1.25,0.25,1,0.29,0.71
24.86,2.17,2.27,3.69,0.98,0.36,1.34,0.23,1.11,0.31,0.8
19.11,2.19,2.26,3.87,1.2,0.23,1.43,0.22,1.22,0.34,0.88
18.8,2.35,2.52,3.9,1.15,0.36,1.51,0.18,1.33,-2.12,3.46
15.8,2.42,2.16,4.3,1.05,0.32,1.37,0.13,1.24,0.35,0.9
16.84,2.35,2.08,4.11,1.22,0.14,1.35,0.14,1.21,0.34,0.87
18.15,2.43,2.04,4.45,1.42,0.13,1.55,0.13,1.43,0.41,1.02
18.05,2.46,2.19,4.25,1.62,0.27,1.89,0.1,1.78,0.7,1.09
14.77,2.56,2.18,3.66,1.44,0.41,1.86,0.27,1.59,0.45,1.15
16,2.64,2.26,4.04,1.55,0.33,1.87,0.31,1.57,0.42,1.15
28.41,16.31,1.11,5.5,5.49,2.69,8.18,0.04,8.14,3.86,4.28
30.47,17.88,1.23,10.76,0.6,6.66,7.26,0.05,7.21,-3.35,12.21
35.19,21.44,1.83,11.92,0,1.62,1.62,0.05,1.57,0.87,0.7
40.23,20.12,1,11.9,7.21,2.07,9.28,0.05,9.23,4.65,4.58
38.53,20.61,1,15.05,1.87,2.91,4.78,0.05,4.73,0.92,5.54
35.63,17.76,1.46,20.84,-4.43,7.81,3.38,0.05,3.33,0.05,-3.6
28.57,17.43,1.14,13.28,-3.28,2.26,-1.02,0.05,-1.07,-0.32,-0.75
29.49,16.25,0.99,6.48,5.77,2.96,8.73,0.05,8.68,3.88,4.8
32.88,15.35,0.83,9.62,7.08,2.48,9.56,0.05,9.51,3.23,6.28
29.96,15.53,0.93,10.52,2.98,3.03,6.01,0.04,5.97,2.66,3.31
24.76,16.2,0.65,8.16,-0.25,1.95,1.7,0.03,1.67,1.33,0.34
19.74,15.73,0.62,7.87,-4.48,1.79,-2.69,0.03,-2.72,-0.11,-2.61
18.19,12.93,0.44,9.04,-4.22,2.25,-1.97,0.04,-2.01,-0.02,-1.99
18.99,11.81,0.63,8.06,-1.51,1.81,0.3,0.02,0.28,0.15,0.13
17.34,8.34,0.46,14.87,-6.33,2.94,-3.39,0.03,-3.42,-0.88,-2.54
15.09,8.61,0.35,5.59,0.54,1.8,2.34,0.02,2.32,1.27,1.05
12.61,8.9,0.27,3.63,-0.19,2.02,1.83,0.01,1.82,0.77,1.05
13.79,7.88,0.22,3.53,2.16,2.52,4.68,0.01,4.67,1.84,2.83
14.44,8.01,0.18,6.24,0.01,4.14,4.15,0,4.15,3.47,0.68
13.62,7.21,0.11,4.06,2.24,2.98,5.22,0,5.22,1.69,3.53
11.53,6.52,0.1,4.48,0.43,5.68,6.11,0.01,6.1,1.93,4.17
14.28,6.12,0.06,2.8,5.3,1.59,6.89,0,6.89,2.27,4.62
12.6,5.92,0.1,2.22,4.36,1.74,6.1,0,6.1,1.95,4.15
10.88,5.32,0.13,2.82,2.61,7.54,10.15,0.01,10.14,3.08,7.06
10.84,5.44,0.16,2.14,3.1,2.94,6.04,0.04,6,-3.57,9.57
10.8,5.08,0.23,2.89,2.6,2.5,5.1,0.04,5.06,2.39,2.67
10.18,5.06,0.25,2.42,2.45,2.7,5.15,0.02,5.13,1.74,3.39
10.7,5.31,0.36,2.23,2.8,8.41,11.21,0.07,11.14,3.39,7.75
9.92,5.11,0.21,2.64,1.96,1.94,3.9,0.06,3.84,1.45,2.39
9.68,4.66,0.2,2.09,2.73,1.86,4.59,0.06,4.53,-0.49,5.02
10.67,6.56,0.23,3.56,0.32,2.43,2.75,0.06,2.69,-0.36,3.05
9.7,4.85,0.22,2.27,2.36,2.11,4.47,0.06,4.41,1.63,2.78
11.04,4.88,0.23,1.76,4.17,1.96,6.13,0.04,6.09,-5.2,11.29
11.73,4.78,0.28,1.88,4.79,2.36,7.15,0.03,7.12,2.31,4.81
11.38,5.86,0.16,2.04,3.32,1.9,5.22,0.03,5.19,1.88,3.31
10.19,4.6,0.15,2.08,3.36,1.73,5.09,0.03,5.06,-1.23,6.29
10.16,4.58,0.15,2.07,3.36,2.39,5.75,0.02,5.73,2.02,3.71
8.89,4.6,0.15,2.76,1.38,2.23,3.61,0.03,3.58,1.65,1.93
8.87,5.82,0.15,1.5,1.4,3.04,4.44,0.02,4.42,1.66,2.76
8.58,4.49,0.15,1.78,2.16,5,7.16,0.02,7.14,2.03,5.11
10.67,5.41,0.12,3.3,1.84,7.63,9.47,0.04,9.43,2.42,7.01
9.48,3.97,0.12,3.76,1.63,5.43,7.06,0.02,7.04,1.96,5.08
9.03,4.42,0.11,3.51,0.99,3.71,4.7,0.01,4.69,1.44,3.25
0,0.01,0.04,0.02,-0.07,0,-0.07,0,-0.07,0,-0.07
0.01,0.04,0.03,0.03,-0.08,0,-0.08,0,-0.08,0,-0.08
0.01,0.02,-0.01,0.02,-0.02,0,-0.02,0,-0.02,0,-0.02
0.01,0.02,0.02,0.02,-0.06,0,-0.06,0,-0.06,0,-0.06
0.01,0.02,0.1,0.06,-0.17,0,-0.17,0,-0.17,0,-0.17
0.02,0.02,0.01,0.04,-0.06,0,-0.06,0,-0.06,0,-0.06
0.02,0.01,-0.02,0.01,0.02,0,0.02,0,0.02,0,0.02
0.01,0.01,0,0.03,-0.03,0,-0.03,0,-0.03,0,-0.03
0,0.02,0,0.09,-0.11,0,-0.11,0,-0.11,0,-0.11
0.02,0.02,0,0.02,-0.02,0,-0.02,0,-0.02,0,-0.02
0.01,0,0.02,0.31,-0.33,0,-0.33,0,-0.33,0,-0.33
0.01,0.01,0,0.02,-0.03,0,-0.03,0,-0.03,0,-0.03
0.01,0.01,0,0.05,-0.06,0,-0.06,0,-0.06,0,-0.06
0.01,0.01,0,0.06,-0.06,0,-0.06,0,-0.06,0,-0.06
0.01,0.01,0,0.05,-0.05,0,-0.05,0,-0.05,0,-0.05
0.01,0.02,0,0.03,-0.05,0,-0.05,0,-0.05,0,-0.05
0.01,0.01,0,0.07,-0.08,0,-0.08,0.02,-0.1,0,-0.1
0.01,0.01,0,0.04,-0.04,0,-0.04,0.01,-0.05,0,-0.05
0.01,0.02,0.01,0.1,-0.12,0.02,-0.1,0.01,-0.12,0,-0.12
0,0.01,0,0.06,-0.06,0,-0.06,0.01,-0.07,0,-0.07
0,0.02,0,0.06,-0.08,0,-0.08,0.01,-0.09,0,-0.09
0.06,0.05,0,0.02,-0.01,0,-0.01,0.01,-0.02,0,-0.02
0.36,0.09,0,0.03,0.23,0,0.23,0.01,0.22,0,0.21
0.57,0.37,0.01,0.07,0.12,0,0.12,0.01,0.11,0,0.2
1.07,0.64,0.02,0.19,0.23,0.05,0.28,0.01,0.27,0,0.27
1.46,0.89,0.02,0.22,0.34,0.02,0.36,0,0.36,0,0.46
2.13,1.2,0.03,0.39,0.51,0.15,0.66,0,0.66,-0.71,1.38
2.15,1.31,0.04,0.28,0.52,0.05,0.57,0,0.57,-0.14,0.7
2.34,1.47,0.04,0.3,0.53,0.1,0.63,0,0.63,-0.12,0.76
2.69,1.63,0.05,0.42,0.59,0.12,0.72,0,0.72,-0.13,0.84
2.88,1.65,0.06,0.33,0.84,0.08,0.92,0,0.92,0.05,0.86
3.27,1.99,0.06,0.31,0.91,0.03,0.94,0,0.94,0.06,0.88
3.74,2.55,0.08,0.2,0.91,0.13,1.03,0,1.03,0.06,0.98
13.99,9.39,0.82,0.89,2.88,-0.07,2.82,0.7,2.11,0.42,1.7
16.63,10.93,0.7,1.32,3.67,-0.39,3.28,0.52,2.77,0.26,2.95
17.41,11.41,0.71,1.04,4.25,-0.52,3.74,0.48,3.26,0.36,2.89
17.44,11.71,0.76,1.03,3.94,-0.35,3.59,1.08,2.51,0.95,1.55
17.53,11.49,0.8,1.04,4.21,-0.15,4.06,1.04,3.01,0.63,2.38
13.79,10.55,0.76,2.81,-0.33,3.59,3.26,1.22,2.04,1.41,0.62
15.84,10.41,0.74,3.02,1.66,1.15,2.81,0.51,2.3,0.49,1.81
18.09,11.03,0.67,2.9,3.49,-0.38,3.11,0.51,2.61,0.78,1.83
18.02,11.33,0.84,3.05,2.8,0.77,3.57,0.46,3.11,0.73,2.38
18.83,13.21,0.82,2.86,1.94,0.92,2.86,0.42,2.44,0.53,1.92
18.42,13.29,0.82,2.17,2.13,0.85,2.98,0.36,2.62,0.63,1.99
18.5,13.24,0.82,2.3,2.14,0.79,2.93,0.4,2.53,0.84,1.69
